,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
17.0,02/02/2022,19:00:00,Eurocup,MoraBanc Andorra,Hamburg,1.26,3.76,89.0,80.0,Assos,169.0,168.75,Over,0.25,78.0,85.0
18.0,02/02/2022,19:00:00,Champions-League,Strasbourg,Tenerife,2.06,1.74,79.0,82.0,Diplo,161.0,160.5,Over,0.5,67.0,85.0
19.0,02/02/2022,19:00:00,Eurocup,Levallois,Lokomotiv Kuban,1.65,2.22,86.0,85.0,Assos,171.0,174.0,Under,3.0,95.0,92.0
20.0,02/02/2022,19:30:00,Champions-League,Unicaja,Oostende,1.29,3.53,84.0,75.0,Assos,159.0,157.5,Over,1.5,75.0,59.0
21.0,02/02/2022,19:30:00,Euroleague,Real Madrid,Olympiacos,1.11,7.11,85.0,71.0,Assos,156.0,155.5,Over,0.5,75.0,67.0
0.0,04/02/2022,17:00:00,Euroleague,CSKA Moscow,Alba Berlin,1.13,6.15,88.0,76.0,Assos,164.0,162.0,Over,2.0,91.0,72.0
1.0,04/02/2022,17:30:00,Euroleague,Anadolu Efes,Lyon-Villeurbanne,1.09,7.99,91.0,76.0,Assos,167.0,163.0,Over,4.0,78.0,72.0
2.0,04/02/2022,18:00:00,Euroleague,Zalgiris Kaunas,Unics Kazan,2.82,1.44,72.0,77.0,Diplo,149.0,151.0,Under,2.0,67.0,76.0
3.0,04/02/2022,19:30:00,Euroleague,Baskonia,Olympiacos,2.5,1.55,77.0,82.0,Diplo,159.0,156.5,Over,2.5,62.0,72.0
4.0,04/02/2022,19:45:00,Euroleague,Real Madrid,Zenit Petersburg,1.27,3.92,80.0,73.0,Assos,153.0,152.0,Over,1.0,85.0,64.0
0.0,09/11/2021,00:00:00,NBA,Philadelphia 76ers,New York Knicks,1.54,2.58,107.0,104.0,Assos,211.0,210.5,Over,0.5,96.0,103.0
1.0,09/11/2021,01:00:00,NBA,Chicago Bulls,Brooklyn Nets,1.82,2.05,108.0,107.0,Assos,215.0,215.0,Under,0.0,118.0,95.0
2.0,09/11/2021,01:00:00,NBA,Memphis Grizzlies,Minnesota Timberwolves,1.43,2.95,112.0,105.0,Assos,217.0,218.5,Under,1.5,125.0,118.0
3.0,09/11/2021,01:30:00,NBA,Dallas Mavericks,New Orleans Pelicans,1.24,4.38,110.0,102.0,Assos,212.0,211.0,Over,1.0,108.0,92.0
4.0,09/11/2021,02:00:00,NBA,Denver Nuggets,Miami Heat,2.16,1.74,102.0,104.0,Diplo,206.0,205.5,Over,0.5,113.0,96.0
5.0,09/11/2021,03:00:00,NBA,Golden State Warriors,Atlanta Hawks,1.66,2.31,111.0,112.0,Diplo,223.0,221.5,Over,1.5,127.0,113.0
6.0,09/11/2021,03:00:00,NBA,Sacramento Kings,Phoenix Suns,2.2,1.71,110.0,113.0,Diplo,223.0,222.0,Over,1.0,104.0,109.0
7.0,09/11/2021,03:30:00,NBA,Los Angeles Lakers,Charlotte Hornets,1.72,2.19,112.0,112.0,Diplo,224.0,224.5,Under,0.5,126.0,123.0
0.0,05/02/2022,10:00:00,Super-Lig,Pinar Karsiyaka,Gaziantep,1.46,2.63,81.0,71.0,Assos,152.0,151.5,Over,0.5,84.0,76.0
1.0,05/02/2022,12:30:00,LKL,Nevezis,Jonava,1.86,1.86,81.0,79.0,Assos,160.0,159.75,Over,0.25,95.0,100.0
2.0,05/02/2022,14:30:00,BBL,Bayreuth,Hamburg,2.61,1.49,82.0,87.0,Diplo,169.0,171.0,Under,2.0,90.0,71.0
3.0,05/02/2022,17:00:00,ABA-League,Mornar Bar,Buducnost,2.34,1.55,79.0,81.0,Diplo,160.0,157.5,Over,2.5,62.0,73.0
4.0,05/02/2022,18:00:00,LNB,Cholet,Roanne,1.69,2.15,88.0,83.0,Assos,171.0,173.0,Under,2.0,80.0,76.0
5.0,05/02/2022,19:00:00,Lega-A,Trento,Olimpia Milano,3.72,1.27,70.0,78.0,Diplo,148.0,150.5,Under,2.5,73.0,79.0
0.0,06/02/2022,10:00:00,ACB,Barcelona,Obradoiro CAB,1.06,9.26,88.0,71.0,Assos,159.0,162.0,Under,3.0,83.0,67.0
1.0,06/02/2022,11:30:00,ACB,Tenerife,Murcia,1.48,2.65,85.0,79.0,Assos,164.0,165.5,Under,1.5,87.0,71.0
2.0,06/02/2022,12:00:00,Super-Lig,Fenerbahce,Bursaspor,1.11,6.15,86.0,74.0,Assos,160.0,159.0,Over,1.0,99.0,96.0
3.0,06/02/2022,12:30:00,BBL,Basketball Braunschweig,Bayern,4.67,1.19,75.0,84.0,Diplo,159.0,163.0,Under,4.0,82.0,91.0
4.0,06/02/2022,14:00:00,BBL,Frankfurt,Ludwigsburg,3.62,1.28,74.0,81.0,Diplo,155.0,158.0,Under,3.0,71.0,80.0
6.0,06/02/2022,14:00:00,BBL,s.Oliver Wurzburg,Bamberg,2.71,1.46,83.0,86.0,Diplo,169.0,168.5,Over,0.5,90.0,89.0
7.0,06/02/2022,14:00:00,Basket-League,Larisa,Panathinaikos,10.97,1.04,74.0,87.0,Diplo,161.0,161.5,Under,0.5,86.0,90.0
8.0,06/02/2022,15:00:00,Super-Lig,Turk Telekom,Petkim Spor,1.18,4.58,84.0,73.0,Assos,157.0,157.5,Under,0.5,75.0,70.0
9.0,06/02/2022,15:00:00,LKL,Zalgiris Kaunas,Pieno Zvaigzdes,1.04,9.42,85.0,72.0,Assos,157.0,157.5,Under,0.5,99.0,70.0
10.0,06/02/2022,15:20:00,ACB,Fuenlabrada,Baskonia,2.34,1.6,83.0,86.0,Diplo,169.0,169.5,Under,0.5,84.0,70.0
11.0,06/02/2022,16:00:00,LNB,Monaco,Gravelines-Dunkerque,1.16,5.08,87.0,75.0,Assos,162.0,163.0,Under,1.0,97.0,85.0
12.0,06/02/2022,16:00:00,Lega-A,Pesaro,Cremona,1.46,2.69,86.0,81.0,Assos,167.0,166.0,Over,1.0,93.0,87.0
13.0,06/02/2022,16:00:00,ABA-League,Zadar,FMP Beograd,2.27,1.59,75.0,76.0,Diplo,151.0,155.0,Under,4.0,83.0,80.0
14.0,06/02/2022,16:00:00,Lega-A,Fortitudo Bologna,Brescia,2.33,1.6,80.0,82.0,Diplo,162.0,165.0,Under,3.0,86.0,93.0
15.0,06/02/2022,16:30:00,BBL,Bonn,Alba Berlin,2.35,1.59,81.0,84.0,Diplo,165.0,166.0,Under,1.0,77.0,89.0
17.0,06/02/2022,17:00:00,Super-Lig,Galatasaray,Anadolu Efes,3.89,1.24,81.0,90.0,Diplo,171.0,171.0,Under,0.0,91.0,103.0
18.0,06/02/2022,17:15:00,Lega-A,Brindisi,Reggiana,1.44,2.75,82.0,77.0,Assos,159.0,160.5,Under,1.5,89.0,75.0
19.0,06/02/2022,17:30:00,ACB,Real Madrid,Valencia,1.3,3.53,82.0,75.0,Assos,157.0,159.0,Under,2.0,93.0,94.0
20.0,06/02/2022,17:30:00,ABA-League,Cedevita Olimpija,Igokea,1.31,3.23,83.0,76.0,Assos,159.0,160.5,Under,1.5,80.0,70.0
21.0,06/02/2022,18:00:00,LNB,Levallois,Le Mans,1.34,3.25,85.0,79.0,Assos,164.0,165.0,Under,1.0,82.0,69.0
22.0,06/02/2022,18:00:00,LNB,Lyon-Villeurbanne,Strasbourg,1.31,3.41,86.0,79.0,Assos,165.0,166.0,Under,1.0,86.0,81.0
23.0,06/02/2022,18:00:00,ACB,Bilbao,Manresa,2.16,1.69,83.0,86.0,Diplo,169.0,167.5,Over,1.5,89.0,82.0
24.0,06/02/2022,19:00:00,Lega-A,Varese,Virtus Bologna,3.81,1.26,81.0,89.0,Diplo,170.0,172.0,Under,2.0,80.0,81.0
25.0,06/02/2022,19:45:00,Basket-League,Aris,Olympiacos,10.85,1.03,71.0,85.0,Diplo,156.0,160.5,Under,4.5,76.0,87.0
26.0,07/02/2022,15:00:00,VTB,CSKA Moscow,Unics Kazan,1.36,3.07,81.0,75.0,Assos,156.0,157.0,Under,1.0,103.0,105.0
27.0,07/02/2022,16:30:00,LKL,Prienai,Neptunas,5.97,1.11,74.0,87.0,Diplo,161.0,164.5,Under,3.5,63.0,73.0
28.0,07/02/2022,16:50:00,VTB,BC Kalev/Cramo,Zenit Petersburg,7.96,1.07,68.0,79.0,Diplo,147.0,154.5,Under,7.5,74.0,75.0
29.0,07/02/2022,18:00:00,BBL,Ulm,Oldenburg,1.2,4.52,88.0,79.0,Assos,167.0,167.5,Under,0.5,86.0,78.0
0.0,08/02/2022,17:00:00,Eurocup,Bursaspor,Promitheas,1.69,2.17,80.0,78.0,Assos,158.0,158.5,Under,0.5,87.0,76.0
1.0,08/02/2022,17:00:00,Champions-League,Szombathely,Strasbourg,1.58,2.32,83.0,79.0,Assos,162.0,161.5,Over,0.5,63.0,85.0
2.0,08/02/2022,17:00:00,Euroleague,Fenerbahce,Real Madrid,2.93,1.42,74.0,79.0,Diplo,153.0,153.5,Under,0.5,66.0,51.0
3.0,08/02/2022,17:45:00,Euroleague,Zalgiris Kaunas,Olimpia Milano,3.16,1.37,68.0,76.0,Diplo,144.0,144.5,Under,0.5,70.0,74.0
6.0,08/02/2022,19:00:00,Eurocup,Trento,Levallois,3.04,1.37,78.0,84.0,Diplo,162.0,161.0,Over,1.0,80.0,86.0
7.0,08/02/2022,19:00:00,Champions-League,Tenerife,Rytas,1.18,4.77,87.0,73.0,Assos,160.0,159.5,Over,0.5,89.0,75.0
8.0,08/02/2022,19:30:00,Champions-League,Treviso,Tofas,1.64,2.21,82.0,79.0,Assos,161.0,164.5,Under,3.5,51.0,92.0
9.0,08/02/2022,19:30:00,Eurocup,Turk Telekom,Joventut Badalona,2.13,1.7,78.0,81.0,Diplo,159.0,157.75,Over,1.25,69.0,78.0
10.0,09/02/2022,17:00:00,Eurocup,Buducnost,Venezia,1.32,3.3,82.0,74.0,Assos,156.0,156.5,Under,0.5,72.0,82.0
11.0,09/02/2022,18:00:00,Eurocup,Ulm,Cedevita Olimpija,1.52,2.52,84.0,78.0,Assos,162.0,161.5,Over,0.5,96.0,104.0
12.0,09/02/2022,18:30:00,Champions-League,Hapoel Holon,Ludwigsburg,2.11,1.69,77.0,81.0,Diplo,158.0,158.5,Under,0.5,69.0,51.0
13.0,09/02/2022,19:00:00,Eurocup,Partizan,MoraBanc Andorra,1.24,3.92,85.0,76.0,Assos,161.0,162.0,Under,1.0,95.0,70.0
14.0,09/02/2022,19:30:00,Eurocup,Valencia,Virtus Bologna,1.27,3.7,90.0,81.0,Assos,171.0,172.25,Under,1.25,83.0,77.0
15.0,09/02/2022,19:45:00,Champions-League,Manresa,Darussafaka,1.3,3.41,83.0,75.0,Assos,158.0,158.5,Under,0.5,89.0,74.0
16.0,09/02/2022,20:00:00,Euroleague,Alba Berlin,Zenit Petersburg,2.86,1.43,73.0,76.0,Diplo,149.0,153.5,Under,4.5,76.0,67.0
17.0,10/02/2022,19:00:00,Euroleague,Monaco,Zalgiris Kaunas,1.26,3.98,84.0,75.0,Assos,159.0,158.5,Over,0.5,82.0,83.0
18.0,10/02/2022,19:00:00,Euroleague,Olympiacos,Anadolu Efes,1.87,1.97,79.0,79.0,Assos,158.0,157.5,Over,0.5,87.0,85.0
19.0,10/02/2022,19:00:00,Euroleague,Maccabi Tel Aviv,CSKA Moscow,2.53,1.54,78.0,83.0,Diplo,161.0,161.0,Under,0.0,84.0,75.0
20.0,10/02/2022,19:05:00,Euroleague,Olimpia Milano,Baskonia,1.18,5.03,82.0,69.0,Assos,151.0,151.5,Under,0.5,89.0,78.0
0.0,13/02/2022,10:00:00,VTB,Parma Perm,BC Kalev/Cramo,1.28,3.57,79.0,73.0,Assos,152.0,154.0,Under,2.0,78.0,74.0
1.0,13/02/2022,10:00:00,Super-Lig,Petkim Spor,Buyukcekmece,1.45,2.65,82.0,78.0,Assos,160.0,163.0,Under,3.0,72.0,74.0
2.0,13/02/2022,11:30:00,ACB,Baskonia,Real Betis,1.16,5.32,85.0,75.0,Assos,160.0,162.0,Under,2.0,93.0,72.0
3.0,13/02/2022,12:00:00,VTB,CSKA Moscow,Astana,1.02,14.94,87.0,70.0,Assos,157.0,159.0,Under,2.0,84.0,65.0
4.0,13/02/2022,12:00:00,ACB,Gran Canaria,Fuenlabrada,1.35,3.2,86.0,82.0,Assos,168.0,168.0,Under,0.0,79.0,60.0
5.0,13/02/2022,12:30:00,BBL,Basketball Braunschweig,Bonn,2.65,1.48,84.0,88.0,Diplo,172.0,174.0,Under,2.0,77.0,95.0
6.0,13/02/2022,14:00:00,BBL,Bayern,Frankfurt,1.24,4.03,79.0,72.0,Assos,151.0,153.5,Under,2.5,72.0,53.0
7.0,13/02/2022,14:00:00,BBL,Oldenburg,Syntainics MBC,1.24,4.0,90.0,84.0,Assos,174.0,177.5,Under,3.5,110.0,93.0
8.0,13/02/2022,14:00:00,VTB,Unics Kazan,Enisey,1.1,6.75,84.0,72.0,Assos,156.0,156.5,Under,0.5,97.0,77.0
9.0,13/02/2022,14:00:00,Super-Lig,Anadolu Efes,Tofas,1.14,5.27,92.0,80.0,Assos,172.0,172.0,Under,0.0,84.0,77.0
10.0,13/02/2022,15:00:00,Basket-League,Aris,Ionikos,1.27,3.64,81.0,76.0,Assos,157.0,159.0,Under,2.0,79.0,75.0
11.0,13/02/2022,15:00:00,LKL,Rytas,Nevezis,1.01,12.39,92.0,74.0,Assos,166.0,168.0,Under,2.0,108.0,73.0
12.0,13/02/2022,15:20:00,ACB,Breogan,Valencia,2.72,1.46,81.0,87.0,Diplo,168.0,167.5,Over,0.5,99.0,82.0
13.0,13/02/2022,16:00:00,ABA-League,Buducnost,Mega Basket,1.16,4.8,84.0,75.0,Assos,159.0,161.25,Under,2.25,83.0,69.0
14.0,13/02/2022,16:00:00,Lega-A,Olimpia Milano,Pesaro,1.09,7.62,85.0,70.0,Assos,155.0,157.5,Under,2.5,91.0,57.0
15.0,13/02/2022,16:00:00,LNB,Lyon-Villeurbanne,Monaco,2.05,1.76,80.0,83.0,Diplo,163.0,165.5,Under,2.5,87.0,79.0
16.0,13/02/2022,16:30:00,BBL,Alba Berlin,Crailsheim Merlins,1.23,4.12,84.0,77.0,Assos,161.0,163.5,Under,2.5,106.0,74.0
17.0,13/02/2022,16:45:00,Super-Lig,Gaziantep,Fenerbahce,2.53,1.49,73.0,78.0,Diplo,151.0,154.0,Under,3.0,70.0,86.0
18.0,13/02/2022,17:00:00,Lega-A,Fortitudo Bologna,Brindisi,2.46,1.54,80.0,86.0,Diplo,166.0,166.5,Under,0.5,67.0,73.0
19.0,13/02/2022,17:15:00,ACB,Unicaja,Real Madrid,3.58,1.29,74.0,83.0,Diplo,157.0,158.5,Under,1.5,91.0,92.0
20.0,13/02/2022,17:30:00,ABA-League,Crvena zvezda mts,Zadar,1.03,10.25,80.0,65.0,Assos,145.0,148.0,Under,3.0,91.0,69.0
22.0,13/02/2022,18:00:00,Lega-A,Venezia,Varese,1.27,3.71,83.0,79.0,Assos,162.0,162.5,Under,0.5,82.0,93.0
24.0,13/02/2022,18:00:00,Lega-A,Reggiana,Treviso,1.69,2.16,80.0,80.0,Assos,160.0,161.0,Under,1.0,67.0,62.0
25.0,13/02/2022,19:00:00,Basket-League,Panathinaikos,Iraklis,1.02,16.6,94.0,73.0,Assos,167.0,164.5,Over,2.5,70.0,58.0
26.0,13/02/2022,19:45:00,LKL,Lietkabelis,Alytaus Dzukija,1.07,7.25,85.0,71.0,Assos,156.0,157.0,Under,1.0,94.0,63.0
27.0,14/02/2022,15:00:00,Basket-League,Olympiacos,Lavrio,1.02,13.4,89.0,72.0,Assos,161.0,161.0,Under,0.0,101.0,58.0
28.0,14/02/2022,16:50:00,VTB,Zielona Gora,Zenit Petersburg,3.95,1.24,73.0,87.0,Diplo,160.0,164.5,Under,4.5,52.0,79.0
0.0,15/02/2022,13:00:00,VTB,Astana,Lokomotiv Kuban,4.64,1.18,81.0,89.0,Diplo,170.0,172.0,Under,2.0,87.0,83.0
1.0,15/02/2022,16:30:00,LKL,Juventus,Nevezis,1.11,5.8,90.0,76.0,Assos,166.0,168.5,Under,2.5,94.0,77.0
2.0,15/02/2022,16:50:00,LKL,Siauliai,Neptunas,1.54,2.36,87.0,81.0,Assos,168.0,168.5,Under,0.5,75.0,77.0
3.0,15/02/2022,17:30:00,BBL,Chemnitz,Bayern,3.06,1.38,74.0,77.0,Diplo,151.0,152.5,Under,1.5,77.0,58.0
4.0,15/02/2022,18:00:00,BBL,Frankfurt,Alba Berlin,6.22,1.12,74.0,84.0,Diplo,158.0,160.0,Under,2.0,56.0,72.0
5.0,15/02/2022,18:00:00,BBL,Ulm,Basketball Braunschweig,1.2,4.48,89.0,79.0,Assos,168.0,171.0,Under,3.0,59.0,78.0
6.0,15/02/2022,19:00:00,LNB,Roanne,Levallois,2.8,1.43,83.0,86.0,Diplo,169.0,170.5,Under,1.5,85.0,76.0
7.0,15/02/2022,19:00:00,Eurocup,Venezia,Gran Canaria,1.89,1.9,78.0,77.0,Assos,155.0,156.0,Under,1.0,77.0,59.0
8.0,15/02/2022,19:00:00,BBL,Crailsheim Merlins,Giessen,1.17,5.02,91.0,79.0,Assos,170.0,171.0,Under,1.0,87.0,81.0
0.0,18/02/2022,15:00:00,Greek Cup,Promitheas,Panathinaikos,5.57,1.12,71.0,84.0,Diplo,155.0,157.75,Under,2.75,68.0,85.0
1.0,18/02/2022,16:30:00,VTB,CSKA Moscow,Lokomotiv Kuban,1.13,5.75,92.0,81.0,Assos,173.0,171.5,Over,1.5,91.0,71.0
2.0,18/02/2022,17:30:00,Spanish Cup,Valencia,Murcia,1.27,3.63,87.0,80.0,Assos,167.0,166.5,Over,0.5,83.0,86.0
3.0,18/02/2022,18:00:00,Greek Cup,Olympiacos,AEK Athens,1.03,10.4,92.0,74.0,Assos,166.0,163.0,Over,3.0,76.0,70.0
4.0,18/02/2022,18:00:00,BBL,Ulm,s.Oliver Wurzburg,1.21,4.41,86.0,79.0,Assos,165.0,166.5,Under,1.5,92.0,86.0
5.0,18/02/2022,19:00:00,LNB,Le Portel,Strasbourg,2.5,1.53,77.0,80.0,Diplo,157.0,159.0,Under,2.0,84.0,88.0
6.0,18/02/2022,19:00:00,LNB,Lyon-Villeurbanne,Nanterre,1.29,3.56,84.0,77.0,Assos,161.0,164.0,Under,3.0,95.0,91.0
7.0,18/02/2022,19:30:00,Lega-A,Reggiana,Varese,1.4,2.94,83.0,79.0,Assos,162.0,163.5,Under,1.5,82.0,84.0
8.0,18/02/2022,20:30:00,Spanish Cup,Barcelona,Manresa,1.21,4.29,82.0,75.0,Assos,157.0,159.5,Under,2.5,107.0,70.0
0.0,20/02/2022,14:00:00,Turkish Cup,Fenerbahce,Anadolu Efes,3.25,1.32,75.0,82.0,Diplo,157.0,158.0,Under,1.0,72.0,86.0
1.0,20/02/2022,15:00:00,Greek Cup,Panathinaikos,Olympiacos,2.98,1.37,74.0,79.0,Diplo,153.0,154.0,Under,1.0,73.0,81.0
2.0,20/02/2022,16:00:00,LNB,JL Bourg,Lyon-Villeurbanne,2.56,1.5,76.0,77.0,Diplo,153.0,155.5,Under,2.5,62.0,68.0
3.0,20/02/2022,16:00:00,LNB,Limoges,Pau-Orthez,1.57,2.39,80.0,73.0,Assos,153.0,154.0,Under,1.0,85.0,75.0
4.0,20/02/2022,17:00:00,LNB,Le Portel,Levallois,3.93,1.25,76.0,85.0,Diplo,161.0,160.5,Over,0.5,91.0,82.0
5.0,20/02/2022,17:00:00,LNB,Strasbourg,Nanterre,1.57,2.38,88.0,80.0,Assos,168.0,166.5,Over,1.5,80.0,67.0
6.0,20/02/2022,17:00:00,Spanish Cup,Real Madrid,Barcelona,2.39,1.57,79.0,80.0,Diplo,159.0,157.75,Over,1.25,59.0,64.0
0.0,24/02/2022,17:30:00,Euroleague,Anadolu Efes,Maccabi Tel Aviv,1.21,4.52,87.0,77.0,Assos,164.0,161.5,Over,2.5,109.0,77.0
1.0,24/02/2022,18:00:00,Euroleague,Zalgiris Kaunas,Real Madrid,4.15,1.24,70.0,80.0,Diplo,150.0,151.5,Under,1.5,68.0,47.0
0.0,03/03/2022,17:30:00,Euroleague,Anadolu Efes,Fenerbahce,1.28,3.85,82.0,76.0,Assos,158.0,158.5,Under,0.5,84.0,79.0
1.0,03/03/2022,18:00:00,Euroleague,Crvena zvezda mts,Baskonia,1.49,2.69,76.0,74.0,Assos,150.0,150.0,Under,0.0,86.0,83.0
2.0,03/03/2022,19:00:00,Euroleague,Alba Berlin,Zalgiris Kaunas,1.59,2.4,76.0,76.0,Diplo,152.0,153.5,Under,1.5,82.0,74.0
3.0,03/03/2022,19:30:00,Eurocup,Virtus Bologna,Bursaspor,1.16,5.17,89.0,78.0,Assos,167.0,166.5,Over,0.5,98.0,94.0
4.0,03/03/2022,20:00:00,Euroleague,Barcelona,Monaco,1.19,4.95,87.0,75.0,Assos,162.0,161.5,Over,0.5,88.0,83.0
5.0,04/03/2022,18:00:00,BBL,s.Oliver Wurzburg,Ulm,2.56,1.51,81.0,88.0,Diplo,169.0,169.5,Under,0.5,76.0,88.0
6.0,04/03/2022,19:00:00,LNB,Gravelines-Dunkerque,Nanterre,1.81,1.99,81.0,79.0,Assos,160.0,162.5,Under,2.5,87.0,83.0
7.0,04/03/2022,19:00:00,ACB,Joventut Badalona,Breogan,1.36,3.12,85.0,75.0,Assos,160.0,162.0,Under,2.0,96.0,87.0
8.0,04/03/2022,19:00:00,Euroleague,Panathinaikos,Olimpia Milano,3.27,1.35,70.0,77.0,Diplo,147.0,149.0,Under,2.0,75.0,76.0
9.0,04/03/2022,19:45:00,Euroleague,Bayern,Olympiacos,2.2,1.71,73.0,73.0,Diplo,146.0,147.5,Under,1.5,88.0,98.0
0.0,05/03/2022,10:00:00,Super-Lig,Galatasaray,Gaziantep,1.42,2.74,84.0,78.0,Assos,162.0,164.0,Under,2.0,75.0,74.0
1.0,05/03/2022,12:30:00,Super-Lig,Afyon Belediye,Besiktas,3.16,1.33,78.0,84.0,Diplo,162.0,165.5,Under,3.5,66.0,86.0
2.0,05/03/2022,14:15:00,LNB,Roanne,Dijon,1.98,1.81,82.0,82.0,Diplo,164.0,165.5,Under,1.5,96.0,100.0
3.0,05/03/2022,15:00:00,Super-Lig,Darussafaka,Petkim Spor,1.16,4.83,82.0,70.0,Assos,152.0,152.5,Under,0.5,101.0,86.0
4.0,05/03/2022,15:00:00,Basket-League,Kolossos Rhodes,Aris,1.28,3.57,80.0,72.0,Assos,152.0,155.0,Under,3.0,77.0,64.0
5.0,05/03/2022,15:00:00,ABA-League,Mornar Bar,Cedevita Olimpija,2.54,1.48,80.0,81.0,Diplo,161.0,163.75,Under,2.75,79.0,101.0
6.0,05/03/2022,15:00:00,LKL,Nevezis,Rytas,7.21,1.07,75.0,87.0,Diplo,162.0,166.75,Under,4.75,85.0,109.0
7.0,05/03/2022,15:20:00,LKL,Neptunas,Lietkabelis,4.45,1.18,72.0,82.0,Diplo,154.0,157.5,Under,3.5,73.0,83.0
8.0,05/03/2022,17:00:00,BBL,Hamburg,Oldenburg,1.39,2.97,89.0,83.0,Assos,172.0,178.5,Under,6.5,101.0,85.0
9.0,05/03/2022,17:00:00,LNB,Monaco,JL Bourg,1.19,4.6,83.0,73.0,Assos,156.0,157.5,Under,1.5,93.0,84.0
10.0,05/03/2022,17:00:00,ACB,Unicaja,Murcia,1.6,2.33,85.0,81.0,Assos,166.0,166.5,Under,0.5,87.0,88.0
11.0,05/03/2022,17:00:00,ACB,Valencia,Barcelona,2.9,1.42,77.0,82.0,Diplo,159.0,161.0,Under,2.0,86.0,76.0
12.0,05/03/2022,17:15:00,Super-Lig,Buyukcekmece,Bahcesehir Kol.,4.17,1.2,77.0,87.0,Diplo,164.0,166.5,Under,2.5,81.0,95.0
13.0,05/03/2022,18:00:00,Basket-League,Iraklis,PAOK,1.96,1.82,76.0,76.0,Assos,152.0,154.5,Under,2.5,73.0,84.0
14.0,05/03/2022,18:00:00,ABA-League,Zadar,Buducnost,3.2,1.32,70.0,76.0,Diplo,146.0,151.0,Under,5.0,65.0,63.0
15.0,05/03/2022,19:00:00,LNB,Limoges,Strasbourg,1.68,2.17,79.0,78.0,Assos,157.0,157.0,Under,0.0,56.0,89.0
16.0,05/03/2022,19:00:00,Lega-A,Treviso,Fortitudo Bologna,1.37,3.09,84.0,77.0,Assos,161.0,163.0,Under,2.0,93.0,99.0
17.0,05/03/2022,19:30:00,BBL,Bonn,Crailsheim Merlins,1.43,2.82,88.0,82.0,Assos,170.0,170.5,Under,0.5,101.0,96.0
18.0,05/03/2022,19:30:00,BBL,Syntainics MBC,Bayreuth,2.23,1.66,85.0,88.0,Diplo,173.0,176.0,Under,3.0,105.0,81.0
19.0,05/03/2022,19:45:00,ACB,Manresa,Fuenlabrada,1.33,3.34,88.0,80.0,Assos,168.0,169.5,Under,1.5,99.0,89.0
0.0,11/11/2021,00:00:00,NBA,Cleveland Cavaliers,Washington Wizards,2.38,1.62,104.0,106.0,Diplo,210.0,211.5,Under,1.5,94.0,97.0
1.0,11/11/2021,00:00:00,NBA,Orlando Magic,Brooklyn Nets,4.31,1.24,102.0,107.0,Diplo,209.0,210.5,Under,1.5,90.0,123.0
2.0,11/11/2021,00:30:00,NBA,Boston Celtics,Toronto Raptors,1.77,2.12,106.0,103.0,Assos,209.0,209.5,Under,0.5,104.0,88.0
3.0,11/11/2021,00:30:00,NBA,Houston Rockets,Detroit Pistons,1.81,2.05,107.0,104.0,Assos,211.0,210.5,Over,0.5,104.0,112.0
4.0,11/11/2021,00:30:00,NBA,New York Knicks,Milwaukee Bucks,1.69,2.25,108.0,107.0,Assos,215.0,215.5,Under,0.5,100.0,112.0
5.0,11/11/2021,01:00:00,NBA,Chicago Bulls,Dallas Mavericks,1.61,2.41,108.0,105.0,Assos,213.0,213.0,Under,0.0,117.0,107.0
6.0,11/11/2021,01:00:00,NBA,Memphis Grizzlies,Charlotte Hornets,1.53,2.62,117.0,111.0,Assos,228.0,228.5,Under,0.5,108.0,118.0
7.0,11/11/2021,01:00:00,NBA,New Orleans Pelicans,Oklahoma City Thunder,1.51,2.67,108.0,102.0,Assos,210.0,211.5,Under,1.5,100.0,108.0
8.0,11/11/2021,01:30:00,NBA,San Antonio Spurs,Sacramento Kings,1.93,1.92,110.0,111.0,Diplo,221.0,220.5,Over,0.5,136.0,117.0
9.0,11/11/2021,02:00:00,NBA,Denver Nuggets,Indiana Pacers,2.11,1.78,106.0,108.0,Diplo,214.0,213.5,Over,0.5,101.0,98.0
10.0,11/11/2021,02:00:00,NBA,Phoenix Suns,Portland Trail Blazers,1.39,3.18,112.0,104.0,Assos,216.0,220.5,Under,4.5,119.0,109.0
0.0,06/03/2022,10:00:00,Super-Lig,Tofas,Bursaspor,1.36,3.02,88.0,81.0,Assos,169.0,166.5,Over,2.5,83.0,90.0
1.0,06/03/2022,11:00:00,ABA-League,Mega Basket,Igokea,1.87,1.86,78.0,79.0,Diplo,157.0,157.0,Under,0.0,71.0,81.0
2.0,06/03/2022,11:30:00,ACB,Real Betis,San Pablo Burgos,1.75,2.08,81.0,80.0,Assos,161.0,162.0,Under,1.0,71.0,74.0
3.0,06/03/2022,12:00:00,ACB,Tenerife,Obradoiro CAB,1.21,4.45,86.0,76.0,Assos,162.0,163.0,Under,1.0,86.0,83.0
4.0,06/03/2022,12:30:00,BBL,Giessen,Ludwigsburg,3.91,1.25,76.0,86.0,Diplo,162.0,163.0,Under,1.0,59.0,76.0
5.0,06/03/2022,14:00:00,BBL,Gottingen,Chemnitz,2.13,1.72,77.0,82.0,Diplo,159.0,158.5,Over,0.5,90.0,69.0
