,Date,Time,League,Home_Team,Away_Team,Odd_Home_Mean,Odd_Away_Mean,Pred_Score_Home,Pred_Score_Away,Predicted_Result,Predicted_Points_Sum,Line,Predicted_Line,Difference,Actual_Score_Home,Actual_Score_Away
26.0,04/12/2021,18:00:00,LNB,Limoges,Gravelines-Dunkerque,1.39,2.96,80.0,74.0,Assos,154.0,153.0,Over,1.0,100.0,48.0
27.0,04/12/2021,19:00:00,LNB,Nanterre,Roanne,1.26,3.74,90.0,81.0,Assos,171.0,173.5,Under,2.5,82.0,86.0
28.0,04/12/2021,19:00:00,BBL,Bonn,Oldenburg,1.43,2.77,87.0,81.0,Assos,168.0,167.5,Over,0.5,78.0,76.0
29.0,04/12/2021,19:00:00,BBL,Syntainics MBC,Bayern,7.88,1.08,75.0,89.0,Diplo,164.0,166.0,Under,2.0,68.0,82.0
30.0,04/12/2021,19:00:00,ACB,Basket Zaragoza,Real Madrid,4.01,1.24,73.0,82.0,Diplo,155.0,156.5,Under,1.5,65.0,86.0
31.0,04/12/2021,19:30:00,ACB,Manresa,Tenerife,2.28,1.63,79.0,81.0,Diplo,160.0,163.5,Under,3.5,95.0,93.0
32.0,04/12/2021,19:30:00,ABA-League,FMP Beograd,KK Krka Novo mesto,1.2,4.32,85.0,75.0,Assos,160.0,160.0,Under,0.0,87.0,76.0
0.0,05/12/2021,11:00:00,ABA-League,Cedevita Olimpija,Zadar,1.07,7.59,85.0,70.0,Assos,155.0,155.0,Under,0.0,73.0,74.0
1.0,05/12/2021,11:30:00,ACB,Real Betis,Unicaja,3.32,1.34,75.0,83.0,Diplo,158.0,159.5,Under,1.5,73.0,79.0
2.0,05/12/2021,12:00:00,ACB,Gran Canaria,San Pablo Burgos,1.39,3.02,82.0,77.0,Assos,159.0,159.0,Under,0.0,82.0,89.0
3.0,05/12/2021,12:30:00,Super-Lig,Fenerbahce,Afyon Belediye,1.01,15.31,89.0,68.0,Assos,157.0,157.5,Under,0.5,100.0,51.0
4.0,05/12/2021,14:15:00,LNB,Orleans,Le Mans,2.23,1.64,82.0,88.0,Diplo,170.0,167.5,Over,2.5,98.0,89.0
5.0,05/12/2021,14:15:00,LNB,Pau-Orthez,Dijon,1.53,2.49,78.0,75.0,Assos,153.0,155.5,Under,2.5,82.0,55.0
6.0,05/12/2021,15:00:00,LKL,Rytas,Neptunas,1.12,5.43,86.0,75.0,Assos,161.0,158.0,Over,3.0,97.0,76.0
7.0,05/12/2021,15:00:00,LKL,Zalgiris Kaunas,Lietkabelis,1.16,4.71,82.0,71.0,Assos,153.0,154.5,Under,1.5,84.0,70.0
8.0,05/12/2021,15:20:00,Lega-A,Trieste,Trento,1.65,2.23,79.0,78.0,Assos,157.0,156.5,Over,0.5,70.0,69.0
9.0,05/12/2021,15:30:00,Lega-A,Brindisi,Olimpia Milano,2.86,1.42,77.0,83.0,Diplo,160.0,159.5,Over,0.5,53.0,79.0
10.0,05/12/2021,16:00:00,ACB,Joventut Badalona,Murcia,1.45,2.78,83.0,81.0,Assos,164.0,164.0,Under,0.0,83.0,77.0
11.0,05/12/2021,16:00:00,LNB,Levallois,Cholet,1.12,6.09,89.0,78.0,Assos,167.0,166.0,Over,1.0,97.0,62.0
12.0,05/12/2021,16:00:00,Lega-A,Virtus Bologna,Sassari,1.13,5.88,88.0,77.0,Assos,165.0,167.5,Under,2.5,102.0,100.0
13.0,05/12/2021,16:30:00,Super-Lig,Anadolu Efes,Bahcesehir Kol.,1.18,4.61,88.0,79.0,Assos,167.0,166.5,Over,0.5,95.0,88.0
14.0,05/12/2021,17:15:00,ACB,Barcelona,Baskonia,1.15,5.47,81.0,71.0,Assos,152.0,153.0,Under,1.0,78.0,91.0
15.0,05/12/2021,17:30:00,Lega-A,Treviso,Reggiana,1.55,2.45,81.0,78.0,Assos,159.0,159.5,Under,0.5,86.0,76.0
16.0,05/12/2021,17:30:00,Lega-A,Pesaro,Varese,1.64,2.24,80.0,80.0,Assos,160.0,160.0,Under,0.0,94.0,75.0
18.0,05/12/2021,18:45:00,ABA-League,Buducnost,Studentski Centar,1.08,7.05,88.0,75.0,Assos,163.0,162.0,Over,1.0,78.0,70.0
19.0,05/12/2021,19:00:00,LKL,Nevezis,Alytaus Dzukija,2.0,1.73,75.0,78.0,Diplo,153.0,155.5,Under,2.5,83.0,78.0
20.0,05/12/2021,19:45:00,ABA-League,Crvena zvezda mts,Cibona,1.07,7.92,80.0,65.0,Assos,145.0,145.5,Under,0.5,86.0,72.0
21.0,04/12/2021,19:45:00,VTB,Saratov,Nizhny Novgorod,1.5,2.51,87.0,83.0,Assos,170.0,170.5,Under,0.5,100.0,94.0
22.0,04/12/2021,19:45:00,BBL,Frankfurt,Crailsheim Merlins,3.15,1.33,79.0,84.0,Diplo,163.0,164.5,Under,1.5,80.0,73.0
23.0,04/12/2021,20:00:00,BBL,Hamburg,Basketball Braunschweig,1.12,5.65,89.0,77.0,Assos,166.0,169.5,Under,3.5,103.0,92.0
24.0,05/12/2021,11:00:00,VTB,Lokomotiv Kuban,CSKA Moscow,2.55,1.49,84.0,89.0,Diplo,173.0,174.0,Under,1.0,69.0,88.0
25.0,05/12/2021,14:00:00,BBL,Ludwigsburg,s.Oliver Wurzburg,1.19,4.51,88.0,78.0,Assos,166.0,165.5,Over,0.5,83.0,68.0
26.0,05/12/2021,14:00:00,Basket-League,Aris,Peristeri,1.66,2.14,77.0,75.0,Assos,152.0,153.5,Under,1.5,87.0,68.0
27.0,05/12/2021,14:00:00,VTB,BC Kalev/Cramo,Astana,1.66,2.16,78.0,76.0,Assos,154.0,155.5,Under,1.5,85.0,67.0
28.0,05/12/2021,14:00:00,BBL,Alba Berlin,Chemnitz,1.07,7.34,86.0,68.0,Assos,154.0,154.5,Under,0.5,83.0,62.0
29.0,05/12/2021,15:00:00,Basket-League,Kolossos Rhodes,Iraklis,1.31,3.26,80.0,73.0,Assos,153.0,153.5,Under,0.5,76.0,59.0
30.0,05/12/2021,15:00:00,VTB,Parma Perm,Zielona Gora,1.41,2.87,83.0,77.0,Assos,160.0,161.0,Under,1.0,83.0,72.0
31.0,05/12/2021,17:00:00,VTB,Tsmoki Minsk,Unics Kazan,7.04,1.09,70.0,80.0,Diplo,150.0,148.5,Over,1.5,72.0,92.0
32.0,05/12/2021,18:00:00,VTB,Zenit Petersburg,Enisey,1.04,10.28,88.0,70.0,Assos,158.0,158.0,Under,0.0,89.0,66.0
0.0,07/12/2021,17:00:00,Champions-League,BC Kalev/Cramo,Strasbourg,1.8,1.97,78.0,78.0,Diplo,156.0,156.5,Under,0.5,86.0,93.0
1.0,07/12/2021,17:00:00,Champions-League,Darussafaka,Hapoel Holon,1.47,2.61,79.0,74.0,Assos,153.0,154.0,Under,1.0,86.0,73.0
2.0,07/12/2021,17:30:00,Champions-League,Igokea,Nymburk,1.69,2.12,82.0,81.0,Assos,163.0,163.5,Under,0.5,76.0,69.0
3.0,07/12/2021,17:30:00,Eurocup,JL Bourg,Bursaspor,1.37,3.05,80.0,74.0,Assos,154.0,154.0,Under,0.0,95.0,65.0
4.0,07/12/2021,19:00:00,Eurocup,Venezia,Valencia,2.11,1.71,77.0,81.0,Diplo,158.0,162.0,Under,4.0,67.0,81.0
5.0,07/12/2021,19:00:00,Eurocup,Lokomotiv Kuban,Trento,1.1,6.55,91.0,77.0,Assos,168.0,166.0,Over,2.0,97.0,95.0
6.0,08/12/2021,16:30:00,Champions-League,Galatasaray,PAOK,1.21,4.3,86.0,76.0,Assos,162.0,163.5,Under,1.5,87.0,75.0
7.0,08/12/2021,17:00:00,Eurocup,Lietkabelis,Joventut Badalona,2.85,1.41,76.0,81.0,Diplo,157.0,157.0,Under,0.0,87.0,77.0
8.0,08/12/2021,17:00:00,Eurocup,Promitheas,Buducnost,1.75,2.05,76.0,75.0,Assos,151.0,150.5,Over,0.5,60.0,89.0
9.0,08/12/2021,17:00:00,Champions-League,Tenerife,Ludwigsburg,1.34,3.17,84.0,76.0,Assos,160.0,160.0,Under,0.0,83.0,99.0
10.0,08/12/2021,17:30:00,Eurocup,Cedevita Olimpija,Virtus Bologna,2.7,1.45,83.0,90.0,Diplo,173.0,169.5,Over,3.5,101.0,104.0
11.0,08/12/2021,17:45:00,Eurocup,MoraBanc Andorra,Turk Telekom,1.36,3.1,82.0,75.0,Assos,157.0,156.5,Over,0.5,98.0,75.0
12.0,08/12/2021,18:00:00,Champions-League,Oostende,Tofas,2.01,1.77,79.0,82.0,Diplo,161.0,161.5,Under,0.5,78.0,83.0
13.0,08/12/2021,19:00:00,Eurocup,Levallois,Partizan,1.76,2.03,76.0,76.0,Assos,152.0,152.5,Under,0.5,82.0,89.0
14.0,08/12/2021,19:00:00,Eurocup,Gran Canaria,Ulm,1.18,4.71,86.0,74.0,Assos,160.0,159.5,Over,0.5,81.0,96.0
0.0,06/11/2021,21:00:00,NBA,Denver Nuggets,Houston Rockets,1.18,5.39,114.0,106.0,Assos,220.0,220.5,Under,0.5,95.0,94.0
1.0,06/11/2021,23:30:00,NBA,Miami Heat,Utah Jazz,1.7,2.23,107.0,106.0,Assos,213.0,213.5,Under,0.5,118.0,115.0
2.0,07/11/2021,00:00:00,NBA,Chicago Bulls,Philadelphia 76ers,1.61,2.42,107.0,105.0,Assos,212.0,211.0,Over,1.0,105.0,114.0
3.0,07/11/2021,00:30:00,NBA,Dallas Mavericks,Boston Celtics,1.51,2.65,110.0,104.0,Assos,214.0,215.5,Under,1.5,107.0,104.0
4.0,07/11/2021,02:00:00,NBA,Phoenix Suns,Atlanta Hawks,1.5,2.71,114.0,109.0,Assos,223.0,224.5,Under,1.5,121.0,117.0
5.0,07/11/2021,02:30:00,NBA,Portland Trail Blazers,Los Angeles Lakers,1.6,2.43,112.0,110.0,Assos,222.0,219.5,Over,2.5,105.0,90.0
0.0,09/12/2021,17:00:00,Euroleague,Zenit Petersburg,Fenerbahce,1.74,2.14,75.0,71.0,Assos,146.0,147.5,Under,1.5,80.0,86.0
1.0,09/12/2021,18:00:00,Euroleague,Crvena zvezda mts,Olympiacos,2.47,1.56,73.0,75.0,Diplo,148.0,149.0,Under,1.0,81.0,76.0
2.0,09/12/2021,18:45:00,Euroleague,Bayern,Anadolu Efes,2.93,1.42,78.0,85.0,Diplo,163.0,158.0,Over,5.0,83.0,71.0
3.0,09/12/2021,19:05:00,Euroleague,Maccabi Tel Aviv,Unics Kazan,1.49,2.66,82.0,75.0,Assos,157.0,152.5,Over,4.5,74.0,85.0
4.0,09/12/2021,19:30:00,Euroleague,Baskonia,Lyon-Villeurbanne,1.41,2.94,82.0,74.0,Assos,156.0,154.5,Over,1.5,91.0,66.0
5.0,10/12/2021,18:00:00,Euroleague,Zalgiris Kaunas,CSKA Moscow,3.34,1.33,76.0,84.0,Diplo,160.0,156.5,Over,3.5,51.0,73.0
6.0,10/12/2021,19:00:00,Euroleague,Monaco,Olimpia Milano,2.83,1.43,78.0,82.0,Diplo,160.0,157.5,Over,2.5,65.0,71.0
7.0,10/12/2021,19:00:00,Euroleague,Panathinaikos,Alba Berlin,1.42,2.87,84.0,76.0,Assos,160.0,156.5,Over,3.5,82.0,67.0
8.0,10/12/2021,20:00:00,Euroleague,Barcelona,Real Madrid,1.65,2.28,79.0,75.0,Assos,154.0,152.5,Over,1.5,93.0,80.0
9.0,10/12/2021,13:30:00,VTB,Astana,Enisey,1.76,2.02,78.0,77.0,Assos,155.0,157.5,Under,2.5,80.0,87.0
10.0,10/12/2021,19:00:00,ABA-League,Borac,FMP Beograd,2.01,1.75,82.0,85.0,Diplo,167.0,167.0,Under,0.0,77.0,80.0
11.0,10/12/2021,19:00:00,LNB,Fos-sur-Mer,Levallois,3.19,1.35,75.0,81.0,Diplo,156.0,157.0,Under,1.0,73.0,98.0
12.0,10/12/2021,19:00:00,LNB,Orleans,Limoges,2.04,1.76,78.0,80.0,Diplo,158.0,158.5,Under,0.5,80.0,65.0
13.0,10/12/2021,19:00:00,LNB,Roanne,JL Bourg,2.83,1.43,79.0,83.0,Diplo,162.0,163.0,Under,1.0,91.0,89.0
14.0,10/12/2021,19:00:00,LNB,Dijon,Nanterre,1.56,2.41,81.0,76.0,Assos,157.0,160.0,Under,3.0,75.0,66.0
15.0,10/12/2021,19:30:00,VTB,Parma Perm,Lokomotiv Kuban,3.15,1.34,82.0,89.0,Diplo,171.0,168.5,Over,2.5,85.0,90.0
16.0,10/12/2021,19:30:00,VTB,Saratov,Zielona Gora,1.09,7.18,94.0,80.0,Assos,174.0,175.5,Under,1.5,81.0,74.0
17.0,11/12/2021,08:30:00,ABA-League,KK Krka Novo mesto,Crvena zvezda mts,7.72,1.07,66.0,81.0,Diplo,147.0,151.5,Under,4.5,70.0,71.0
18.0,11/12/2021,13:00:00,BBL,Bayreuth,Frankfurt,1.3,3.48,84.0,76.0,Assos,160.0,161.0,Under,1.0,85.0,72.0
19.0,11/12/2021,16:00:00,BBL,Chemnitz,Giessen,1.37,3.06,82.0,76.0,Assos,158.0,158.5,Under,0.5,82.0,75.0
20.0,11/12/2021,17:00:00,ABA-League,Partizan,Cedevita Olimpija,1.3,3.32,79.0,72.0,Assos,151.0,153.0,Under,2.0,89.0,96.0
21.0,11/12/2021,17:00:00,LNB,Cholet,Gravelines-Dunkerque,1.59,2.34,82.0,79.0,Assos,161.0,163.5,Under,2.5,74.0,90.0
22.0,11/12/2021,18:00:00,LNB,Le Mans,Chalons-Reims,1.24,4.04,88.0,80.0,Assos,168.0,171.5,Under,3.5,100.0,71.0
23.0,11/12/2021,19:00:00,BBL,Crailsheim Merlins,Ludwigsburg,2.11,1.72,79.0,81.0,Diplo,160.0,162.0,Under,2.0,72.0,61.0
24.0,11/12/2021,19:00:00,BBL,Gottingen,Syntainics MBC,1.32,3.37,88.0,82.0,Assos,170.0,170.0,Under,0.0,91.0,90.0
25.0,11/12/2021,19:30:00,LNB,Pau-Orthez,Lyon-Villeurbanne,2.71,1.45,78.0,82.0,Diplo,160.0,160.5,Under,0.5,88.0,85.0
26.0,11/12/2021,19:30:00,ABA-League,Studentski Centar,Igokea,2.25,1.6,75.0,77.0,Diplo,152.0,155.0,Under,3.0,93.0,90.0
27.0,11/12/2021,19:45:00,ABA-League,Mega Basket,Split,1.14,5.1,81.0,71.0,Assos,152.0,154.5,Under,2.5,78.0,65.0
28.0,11/12/2021,20:00:00,VTB,Unics Kazan,BC Kalev/Cramo,1.08,7.45,86.0,68.0,Assos,154.0,154.5,Under,0.5,71.0,54.0
29.0,12/12/2021,11:00:00,BBL,Ulm,Hamburg,1.41,2.86,85.0,79.0,Assos,164.0,164.0,Under,0.0,78.0,74.0
30.0,12/12/2021,12:00:00,VTB,Zenit Petersburg,Nizhny Novgorod,1.12,5.94,84.0,69.0,Assos,153.0,155.0,Under,2.0,90.0,74.0
31.0,12/12/2021,14:00:00,BBL,s.Oliver Wurzburg,Basketball Braunschweig,1.65,2.21,85.0,84.0,Assos,169.0,170.5,Under,1.5,86.0,87.0
32.0,12/12/2021,14:00:00,BBL,Alba Berlin,Bayern,1.74,2.07,79.0,77.0,Assos,156.0,156.0,Under,0.0,73.0,80.0
33.0,11/12/2021,10:00:00,Super-Lig,Turk Telekom,Besiktas,1.44,2.7,78.0,72.0,Assos,150.0,150.0,Under,0.0,54.0,64.0
34.0,11/12/2021,12:30:00,Basket-League,Iraklis,AEK Athens,2.24,1.62,76.0,76.0,Diplo,152.0,155.0,Under,3.0,86.0,74.0
35.0,11/12/2021,15:00:00,Basket-League,Promitheas,Lavrio,1.26,3.8,82.0,74.0,Assos,156.0,156.5,Under,0.5,79.0,71.0
36.0,11/12/2021,15:00:00,LKL,Pieno Zvaigzdes,Lietkabelis,4.31,1.18,69.0,79.0,Diplo,148.0,155.0,Under,7.0,97.0,107.0
37.0,11/12/2021,15:20:00,ACB,Gran Canaria,Manresa,1.48,2.68,83.0,79.0,Assos,162.0,163.5,Under,1.5,80.0,82.0
38.0,11/12/2021,17:00:00,ACB,Joventut Badalona,Real Betis,1.17,5.17,85.0,74.0,Assos,159.0,158.0,Over,1.0,84.0,82.0
39.0,11/12/2021,17:00:00,Super-Lig,Galatasaray,Fenerbahce,2.55,1.49,80.0,84.0,Diplo,164.0,165.0,Under,1.0,76.0,86.0
40.0,11/12/2021,17:15:00,Basket-League,PAOK,Aris,1.45,2.67,77.0,72.0,Assos,149.0,151.0,Under,2.0,96.0,64.0
41.0,11/12/2021,18:00:00,Lega-A,Treviso,Pesaro,1.23,4.12,85.0,77.0,Assos,162.0,161.5,Over,0.5,63.0,73.0
42.0,11/12/2021,19:00:00,ACB,Baskonia,Bilbao,1.21,4.45,86.0,77.0,Assos,163.0,162.5,Over,0.5,101.0,86.0
43.0,11/12/2021,19:45:00,ACB,San Pablo Burgos,Murcia,1.7,2.17,84.0,82.0,Assos,166.0,165.5,Over,0.5,84.0,102.0
44.0,11/12/2021,19:45:00,Super-Lig,Bahcesehir Kol.,Bursaspor,1.33,3.22,85.0,79.0,Assos,164.0,164.0,Under,0.0,101.0,80.0
45.0,12/12/2021,10:00:00,ACB,Basket Zaragoza,Fuenlabrada,1.39,3.01,88.0,82.0,Assos,170.0,169.5,Over,0.5,74.0,85.0
46.0,12/12/2021,11:30:00,ACB,Breogan,MoraBanc Andorra,1.63,2.29,81.0,78.0,Assos,159.0,159.0,Under,0.0,83.0,74.0
47.0,12/12/2021,11:30:00,Super-Lig,Petkim Spor,Gaziantep,3.06,1.36,74.0,79.0,Diplo,153.0,155.5,Under,2.5,80.0,84.0
48.0,12/12/2021,12:30:00,LKL,Neptunas,Nevezis,1.21,4.01,85.0,76.0,Assos,161.0,160.0,Over,1.0,94.0,87.0
49.0,12/12/2021,15:00:00,Basket-League,Olympiacos,Apollon Patras,1.01,16.43,91.0,70.0,Assos,161.0,159.5,Over,1.5,98.0,78.0
50.0,12/12/2021,15:00:00,LKL,Prienai,Zalgiris Kaunas,10.3,1.03,74.0,84.0,Diplo,158.0,164.5,Under,6.5,78.0,81.0
51.0,12/12/2021,15:00:00,ACB,Real Madrid,Unicaja,1.22,4.22,83.0,75.0,Assos,158.0,157.5,Over,0.5,79.0,74.0
52.0,12/12/2021,15:20:00,Lega-A,Olimpia Milano,Brescia,1.08,8.09,86.0,70.0,Assos,156.0,156.5,Under,0.5,76.0,62.0
53.0,12/12/2021,16:00:00,Super-Lig,Tofas,Pinar Karsiyaka,1.67,2.15,83.0,80.0,Assos,163.0,163.5,Under,0.5,69.0,71.0
54.0,12/12/2021,16:30:00,Lega-A,Reggiana,Brindisi,2.03,1.75,80.0,80.0,Diplo,160.0,159.5,Over,0.5,72.0,56.0
55.0,12/12/2021,17:00:00,ACB,Tenerife,Barcelona,3.09,1.37,74.0,78.0,Diplo,152.0,155.0,Under,3.0,60.0,75.0
58.0,12/12/2021,17:30:00,Basket-League,Peristeri,Ionikos,1.21,4.25,79.0,70.0,Assos,149.0,152.0,Under,3.0,79.0,82.0
60.0,12/12/2021,18:00:00,Lega-A,Venezia,Sassari,1.33,3.23,82.0,76.0,Assos,158.0,158.5,Under,0.5,70.0,76.0
63.0,12/12/2021,17:00:00,Lega-A,Cremona,Virtus Bologna,4.09,1.23,80.0,91.0,Diplo,171.0,175.0,Under,4.0,75.0,87.0
65.0,12/12/2021,18:00:00,Lega-A,Fortitudo Bologna,Trieste,1.96,1.96,79.0,80.0,Diplo,159.0,159.5,Under,0.5,96.0,60.0
0.0,14/12/2021,17:00:00,Champions-League,Besiktas,San Pablo Burgos,2.03,1.76,76.0,79.0,Diplo,155.0,155.5,Under,0.5,75.0,82.0
1.0,14/12/2021,17:00:00,Champions-League,VEF Riga,Treviso,2.03,1.75,79.0,83.0,Diplo,162.0,162.5,Under,0.5,74.0,71.0
2.0,14/12/2021,17:30:00,Champions-League,AEK Athens,Szombathely,1.5,2.53,82.0,78.0,Assos,160.0,159.5,Over,0.5,83.0,89.0
3.0,14/12/2021,17:30:00,Euroleague,Anadolu Efes,Baskonia,1.2,4.83,89.0,78.0,Assos,167.0,165.5,Over,1.5,87.0,72.0
4.0,14/12/2021,17:45:00,Euroleague,Fenerbahce,Maccabi Tel Aviv,1.38,3.12,82.0,76.0,Assos,158.0,156.5,Over,1.5,90.0,79.0
5.0,14/12/2021,18:00:00,Euroleague,Crvena zvezda mts,Barcelona,3.44,1.32,69.0,76.0,Diplo,145.0,147.0,Under,2.0,69.0,76.0
6.0,14/12/2021,18:30:00,Eurocup,Ulm,JL Bourg,1.44,2.77,82.0,76.0,Assos,158.0,156.0,Over,2.0,96.0,86.0
7.0,14/12/2021,19:00:00,Eurocup,Trento,Turk Telekom,1.74,2.14,78.0,76.0,Assos,154.0,150.5,Over,3.5,70.0,76.0
8.0,14/12/2021,19:30:00,Champions-League,Dijon,Lavrio,1.25,3.8,80.0,72.0,Assos,152.0,150.0,Over,2.0,73.0,49.0
9.0,14/12/2021,19:30:00,Euroleague,Olimpia Milano,Panathinaikos,1.18,5.1,82.0,71.0,Assos,153.0,153.0,Under,0.0,75.0,54.0
10.0,14/12/2021,19:45:00,Euroleague,Real Madrid,Alba Berlin,1.09,8.08,87.0,70.0,Assos,157.0,156.5,Over,0.5,87.0,64.0
11.0,14/12/2021,20:00:00,Eurocup,Joventut Badalona,Levallois,1.38,3.0,84.0,79.0,Assos,163.0,162.5,Over,0.5,86.0,63.0
12.0,14/12/2021,20:00:00,Eurocup,MoraBanc Andorra,Lietkabelis,1.29,3.58,83.0,76.0,Assos,159.0,157.5,Over,1.5,81.0,76.0
13.0,15/12/2021,17:00:00,Euroleague,CSKA Moscow,Unics Kazan,1.27,3.85,81.0,73.0,Assos,154.0,155.0,Under,1.0,67.0,88.0
14.0,15/12/2021,17:00:00,Champions-League,Cluj Napoca,Brindisi,1.65,2.19,80.0,78.0,Assos,158.0,157.0,Over,1.0,104.0,94.0
15.0,15/12/2021,18:00:00,Eurocup,Buducnost,Gran Canaria,1.59,2.34,79.0,77.0,Assos,156.0,155.0,Over,1.0,76.0,83.0
16.0,15/12/2021,18:00:00,Euroleague,Zalgiris Kaunas,Monaco,1.69,2.19,78.0,77.0,Assos,155.0,155.5,Under,0.5,98.0,107.0
17.0,15/12/2021,18:30:00,Eurocup,Hamburg,Lokomotiv Kuban,2.92,1.4,85.0,91.0,Diplo,176.0,175.0,Over,1.0,100.0,82.0
18.0,15/12/2021,19:00:00,Champions-League,Hapoel Holon,Darussafaka,1.54,2.42,80.0,77.0,Assos,157.0,156.0,Over,1.0,64.0,57.0
19.0,15/12/2021,19:00:00,Eurocup,Venezia,Cedevita Olimpija,1.57,2.39,83.0,80.0,Assos,163.0,161.5,Over,1.5,77.0,70.0
20.0,15/12/2021,19:30:00,Euroleague,Olympiacos,Bayern,1.35,3.21,81.0,74.0,Assos,155.0,154.5,Over,0.5,83.0,60.0
21.0,15/12/2021,19:30:00,Champions-League,Unicaja,Nizhny Novgorod,1.17,4.86,83.0,71.0,Assos,154.0,155.5,Under,1.5,93.0,69.0
22.0,15/12/2021,19:30:00,Eurocup,Virtus Bologna,Promitheas,1.08,7.52,93.0,76.0,Assos,169.0,166.5,Over,2.5,91.0,72.0
23.0,15/12/2021,19:30:00,Euroleague,Lyon-Villeurbanne,Zenit Petersburg,1.91,1.89,74.0,75.0,Diplo,149.0,151.0,Under,2.0,61.0,71.0
24.0,16/12/2021,17:45:00,Euroleague,Fenerbahce,Baskonia,1.32,3.47,84.0,76.0,Assos,160.0,157.5,Over,2.5,75.0,53.0
25.0,16/12/2021,19:00:00,Euroleague,Panathinaikos,Barcelona,3.87,1.27,72.0,80.0,Diplo,152.0,152.5,Under,0.5,82.0,85.0
26.0,16/12/2021,19:05:00,Euroleague,Maccabi Tel Aviv,Anadolu Efes,2.43,1.58,80.0,85.0,Diplo,165.0,164.5,Over,0.5,78.0,92.0
27.0,16/12/2021,19:30:00,Euroleague,Olimpia Milano,Real Madrid,1.8,2.06,77.0,76.0,Assos,153.0,151.5,Over,1.5,73.0,75.0
28.0,17/12/2021,16:00:00,Euroleague,Unics Kazan,Zalgiris Kaunas,1.23,4.28,82.0,71.0,Assos,153.0,153.5,Under,0.5,66.0,53.0
29.0,17/12/2021,18:00:00,Euroleague,Alba Berlin,CSKA Moscow,3.72,1.28,76.0,84.0,Diplo,160.0,158.5,Over,1.5,90.0,93.0
30.0,17/12/2021,18:00:00,Euroleague,Monaco,Zenit Petersburg,1.94,1.88,78.0,77.0,Assos,155.0,155.5,Under,0.5,74.0,85.0
31.0,17/12/2021,19:00:00,Euroleague,Olympiacos,Lyon-Villeurbanne,1.22,4.39,85.0,74.0,Assos,159.0,156.5,Over,2.5,89.0,54.0
32.0,17/12/2021,19:45:00,Euroleague,Crvena zvezda mts,Bayern,1.62,2.32,74.0,71.0,Assos,145.0,147.0,Under,2.0,81.0,78.0
33.0,17/12/2021,19:00:00,LNB,Chalons-Reims,Orleans,1.61,2.31,85.0,83.0,Assos,168.0,171.5,Under,3.5,73.0,75.0
34.0,17/12/2021,19:00:00,LNB,Gravelines-Dunkerque,Roanne,1.34,3.22,87.0,78.0,Assos,165.0,169.5,Under,4.5,82.0,70.0
35.0,17/12/2021,19:00:00,LNB,Le Portel,Le Mans,2.9,1.4,77.0,82.0,Diplo,159.0,164.0,Under,5.0,80.0,88.0
36.0,17/12/2021,19:30:00,LNB,Levallois,Pau-Orthez,1.28,3.64,84.0,75.0,Assos,159.0,164.0,Under,5.0,87.0,54.0
0.0,18/12/2021,08:00:00,VTB,Enisey,Tsmoki Minsk,1.26,3.77,83.0,76.0,Assos,159.0,159.5,Under,0.5,86.0,79.0
2.0,18/12/2021,12:30:00,VTB,Nizhny Novgorod,Lokomotiv Kuban,3.22,1.33,82.0,91.0,Diplo,173.0,172.5,Over,0.5,108.0,104.0
3.0,18/12/2021,13:00:00,Basket-League,Apollon Patras,Larisa,1.31,3.36,78.0,72.0,Assos,150.0,151.5,Under,1.5,74.0,82.0
5.0,18/12/2021,15:00:00,Super-Lig,Pinar Karsiyaka,Turk Telekom,1.37,3.0,75.0,70.0,Assos,145.0,146.5,Under,1.5,71.0,76.0
6.0,18/12/2021,15:00:00,LKL,Prienai,Juventus,3.77,1.24,79.0,90.0,Diplo,169.0,169.0,Under,0.0,80.0,74.0
7.0,18/12/2021,15:00:00,LKL,Rytas,Siauliai,1.17,4.58,89.0,80.0,Assos,169.0,167.5,Over,1.5,101.0,68.0
8.0,18/12/2021,15:20:00,ABA-League,Mornar Bar,Partizan,3.17,1.33,71.0,78.0,Diplo,149.0,153.0,Under,4.0,64.0,66.0
9.0,18/12/2021,16:00:00,ACB,Fuenlabrada,Tenerife,2.77,1.45,83.0,88.0,Diplo,171.0,170.5,Over,0.5,104.0,96.0
10.0,18/12/2021,17:00:00,BBL,Giessen,Bonn,3.23,1.34,79.0,87.0,Diplo,166.0,166.5,Under,0.5,95.0,103.0
11.0,18/12/2021,17:00:00,BBL,Gottingen,Crailsheim Merlins,2.1,1.73,82.0,84.0,Diplo,166.0,166.5,Under,0.5,83.0,76.0
12.0,18/12/2021,17:00:00,ACB,Obradoiro CAB,San Pablo Burgos,1.95,1.86,82.0,84.0,Diplo,166.0,166.0,Under,0.0,101.0,94.0
13.0,18/12/2021,17:00:00,BBL,Oldenburg,Ulm,2.07,1.75,79.0,81.0,Diplo,160.0,162.5,Under,2.5,89.0,96.0
14.0,18/12/2021,17:00:00,Super-Lig,Besiktas,Buyukcekmece,1.36,3.03,81.0,76.0,Assos,157.0,156.0,Over,1.0,86.0,67.0
15.0,18/12/2021,17:15:00,ABA-League,Cedevita Olimpija,Studentski Centar,1.08,7.18,91.0,76.0,Assos,167.0,168.0,Under,1.0,88.0,78.0
